# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:41 2025
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,toi,toipfx,tid,tfopwg_disp,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
5912,6164.01,6164,239542854,PC,3.6948038,0.0003090,-0.0003090,0,1.2030000,0.1120000,-0.1120000,0,17237.0000000,889.8400000,-889.8400000,0,10.2565000,0.8902210,-0.8902210,0,22.9867000,,,,610.0000000,,,,203.5200000,1.0275000,-1.0275000,0,4376.0000000,120.3000000,-120.3000000,0,4.5200000,0.1000000,-0.1000000,0,0.7500000,0.0600000,-0.0600000,0
5913,6165.01,6165,287863314,PC,4.3172876,0.0008850,-0.0008850,0,2.1780000,0.2630000,-0.2630000,0,23720.0000000,1622.4200000,-1622.4200000,0,9.6870900,0.5015590,-0.5015590,0,29.3516000,,,,648.0000000,,,,262.6820000,2.7450000,-2.7450000,0,3744.0000000,157.0000000,-157.0000000,0,4.6300000,0.0100000,-0.0100000,0,0.6300000,0.0200000,-0.0200000,0
5914,6166.01,6166,190822775,PC,1.8021196,0.0000031,-0.0000031,0,2.4070000,0.0830000,-0.0830000,0,15426.0000000,713.4190000,-713.4190000,0,13.3235000,0.7445530,-0.7445530,0,1374.9100000,,,,1696.0000000,,,,413.3830000,4.1310000,-4.1310000,0,6012.0000000,178.6000000,-178.6000000,0,4.4000000,0.0900000,-0.0900000,0,1.1000000,0.0500000,-0.0500000,0
5915,6167.01,6167,330665027,PC,6.7080688,0.0000440,-0.0000440,0,4.6700000,0.6330000,-0.6330000,0,4622.0000000,213.4580000,-213.4580000,0,10.6429000,0.6444120,-0.6444120,0,498.3290000,,,,1316.0000000,,,,534.3260000,8.6305000,-8.6305000,0,6174.0000000,157.5000000,-157.5000000,0,4.0000000,0.0900000,-0.0900000,0,1.7900000,0.0900000,-0.0900000,0
5916,6168.01,6168,10593553,PC,5.0809743,0.0004718,-0.0004718,0,4.0800000,1.1200000,-1.1200000,0,5709.0000000,370.7170000,-370.7170000,0,14.7894000,0.9703860,-0.9703860,0,884.1180000,,,,1519.0000000,,,,735.6850000,19.2995000,-19.2995000,0,6071.2000000,120.0000000,-120.0000000,0,3.9000000,0.0800000,-0.0800000,0,1.9700000,0.1000000,-0.1000000,0
5917,6169.01,6169,193979250,PC,17.9661374,0.0000798,-0.0000798,0,3.7910000,1.0150000,-1.0150000,0,3183.0000000,176.6620000,-176.6620000,0,11.3217000,0.6623920,-0.6623920,0,90.3305000,,,,858.0000000,,,,688.6050000,12.9315000,-12.9315000,0,6891.0000000,138.9000000,-138.9000000,0,3.9300000,0.0900000,-0.0900000,0,2.2000000,0.0900000,-0.0900000,0
5918,617.01,617,141227133,FP,2.4223200,0.0002200,-0.0002200,0,2.8730000,0.2120000,-0.2120000,0,5696.5200000,10.2883000,-10.2883000,0,,,,0,197.8580000,,,,1044.0000000,,,,6149.7600000,1865.8400000,-1865.8400000,0,2838.0000000,162.0000000,-162.0000000,0,,,,0,,,,0
5919,6170.01,6170,51637609,CP,2.7096310,0.0002372,-0.0002372,0,3.2820000,0.1220000,-0.1220000,0,10819.0000000,229.6380000,-229.6380000,0,14.9972000,0.9205480,-0.9205480,0,1041.1600000,,,,1582.0000000,,,,535.6890000,15.6205000,-15.6205000,0,5838.0000000,130.4000000,-130.4000000,0,4.1200000,0.0800000,-0.0800000,0,1.4700000,0.0900000,-0.0900000,0
5920,6171.01,6171,67478724,PC,3.7473877,0.0007698,-0.0007698,0,4.8120000,0.3840000,-0.3840000,0,3898.0000000,143.0440000,-143.0440000,0,12.6860000,0.7132740,-0.7132740,0,1322.9100000,,,,1680.0000000,,,,492.5250000,9.2965000,-9.2965000,0,5876.0000000,128.4000000,-128.4000000,0,3.7900000,0.0800000,-0.0800000,0,2.1800000,0.1100000,-0.1100000,0
5921,6172.01,6172,26583436,FP,6.1429164,0.0000672,-0.0000672,0,4.4750000,0.6540000,-0.6540000,0,3871.0000000,220.2450000,-220.2450000,0,7.5015300,,,0,592.7870000,,,,1374.0000000,,,,869.2530000,12.8745000,-12.8745000,0,6291.9000000,20.2000000,-20.2000000,0,4.2500000,,,0,1.3800000,,,0
5922,6173.01,6173,416486384,PC,3.8753785,0.0000231,-0.0000231,0,4.2750000,0.3950000,-0.3950000,0,4016.0000000,220.5980000,-220.5980000,0,18.0963000,,,0,380.1130000,,,,1230.0000000,,,,786.4330000,10.8765000,-10.8765000,0,4637.0000000,122.0000000,-122.0000000,0,,,,0,2.9800000,,,0
5923,6174.01,6174,164280385,PC,3.5257269,0.0000316,-0.0000316,0,3.4570000,1.0840000,-1.0840000,0,4435.0000000,396.3920000,-396.3920000,0,7.4441100,,,0,819.0470000,,,,1490.0000000,,,,718.3420000,12.4935000,-12.4935000,0,5638.1000000,141.5000000,-141.5000000,0,4.2600000,,,0,1.2300000,,,0
5924,6175.01,6175,258738570,PC,4.1877227,0.0002476,-0.0002476,0,1.8910000,0.1650000,-0.1650000,0,16840.0000000,605.5360000,-605.5360000,0,13.6598000,0.8303610,-0.8303610,0,118.1960000,,,,918.0000000,,,,363.4250000,7.1830000,-7.1830000,0,5543.0000000,127.7000000,-127.7000000,0,4.3900000,0.0800000,-0.0800000,0,1.0500000,0.0600000,-0.0600000,0
5925,6176.01,6176,298776943,PC,9.6422713,0.0007968,-0.0007968,0,2.9460000,0.1900000,-0.1900000,0,28921.0000000,1266.7900000,-1266.7900000,0,12.9310000,,,0,27.2480000,,,,636.0000000,,,,341.9720000,5.2835000,-5.2835000,0,4799.0000000,122.0000000,-122.0000000,0,4.5800000,,,0,0.7500000,,,0
5926,6177.01,6177,331456189,PC,3.8998900,0.0000087,-0.0000087,0,1.8880000,0.2520000,-0.2520000,0,10637.0000000,547.5720000,-547.5720000,0,14.6814000,0.8260290,-0.8260290,0,211.5730000,,,,1062.0000000,,,,635.8640000,6.6105000,-6.6105000,0,6076.0000000,134.0000000,-134.0000000,0,4.2000000,0.0800000,-0.0800000,0,1.4100000,0.0700000,-0.0700000,0
5927,6178.01,6178,314649737,PC,5.8878118,0.0000098,-0.0000098,0,1.8150000,0.2510000,-0.2510000,0,9767.0000000,675.7440000,-675.7440000,0,12.1166000,0.6941330,-0.6941330,0,77.0112000,,,,825.0000000,,,,502.8740000,4.4760000,-4.4760000,0,5925.0000000,129.8000000,-129.8000000,0,4.4100000,0.0800000,-0.0800000,0,1.0800000,0.0500000,-0.0500000,0
5928,6179.01,6179,257056367,PC,19.2445211,0.0001141,-0.0001141,0,5.3000000,1.4450000,-1.4450000,0,17453.0000000,13568.5000000,-13568.5000000,0,20.2585000,,,0,173.1810000,,,,1010.0000000,,,,809.1090000,13.9450000,-13.9450000,0,6203.0000000,122.0000000,-122.0000000,0,4.3200000,,,0,1.2500000,,,0
5929,618.01,618,173640199,PC,7.7614672,0.0000100,-0.0000100,0,4.1560000,0.2940000,-0.2940000,0,3110.0000000,64.3952000,-64.3952000,0,7.8575600,0.3718440,-0.3718440,0,405.3930000,,,,1250.0000000,,,,234.0720000,1.9030000,-1.9030000,0,6515.0000000,134.8000000,-134.8000000,0,4.2500000,0.0900000,-0.0900000,0,1.4300000,0.0700000,-0.0700000,0
5930,6180.01,6180,452743735,PC,2.7432173,0.0001782,-0.0001782,0,2.5950000,0.1020000,-0.1020000,0,25316.0000000,624.7360000,-624.7360000,0,20.2394000,,,0,682.6350000,,,,1424.0000000,,,,761.7540000,18.0620000,-18.0620000,0,6087.0000000,123.0000000,-123.0000000,0,4.2900000,,,0,1.2700000,,,0
5931,6181.01,6181,199162630,FP,2.7649802,0.0006825,-0.0006825,0,1.6590000,0.5160000,-0.5160000,0,3575.0000000,356.1040000,-356.1040000,0,10.4307000,0.7478970,-0.7478970,0,1119.7100000,,,,1611.0000000,,,,873.5780000,19.0130000,-19.0130000,0,7776.0000000,122.7000000,-122.7000000,0,4.2000000,0.0800000,-0.0800000,0,1.7800000,0.0600000,-0.0600000,0
5932,6182.01,6182,97249514,PC,4.7783263,0.0028033,-0.0028033,0,5.3740000,2.3800000,-2.3800000,0,5107.0000000,906.7800000,-906.7800000,0,13.2499000,1.8263100,-1.8263100,0,1511.4300000,,,,1737.0000000,,,,922.8710000,24.6375000,-24.6375000,0,5622.0000000,127.8000000,-127.8000000,0,3.8400000,0.0800000,-0.0800000,0,2.0000000,0.1200000,-0.1200000,0
5933,6183.01,6183,351864831,PC,8.7311119,0.0000502,-0.0000502,0,4.4000000,0.5540000,-0.5540000,0,4827.0000000,294.3060000,-294.3060000,0,11.1752000,0.6939720,-0.6939720,0,235.6140000,,,,1091.0000000,,,,912.7350000,11.4375000,-11.4375000,0,6047.0000000,162.1000000,-162.1000000,0,4.0300000,0.0800000,-0.0800000,0,1.6900000,0.0800000,-0.0800000,0
5934,6184.01,6184,257207557,PC,3.6153701,0.0001742,-0.0001742,0,2.7140000,0.3300000,-0.3300000,0,14305.0000000,476.5740000,-476.5740000,0,13.6892000,0.8126700,-0.8126700,0,350.5000000,,,,1205.0000000,,,,334.2160000,6.2915000,-6.2915000,0,5516.0000000,129.2000000,-129.2000000,0,4.3200000,0.0800000,-0.0800000,0,1.1300000,0.0600000,-0.0600000,0
5935,6185.01,6185,346077232,PC,6.3720834,0.0000302,-0.0000302,0,1.3220000,0.4810000,-0.4810000,0,5659.0000000,874.1640000,-874.1640000,0,12.1724000,1.1274600,-1.1274600,0,58.7935000,,,,771.0000000,,,,774.2760000,10.5265000,-10.5265000,0,6390.0000000,141.0000000,-141.0000000,0,4.1900000,0.0900000,-0.0900000,0,1.5000000,0.0700000,-0.0700000,0
5936,6186.01,6186,345333936,FP,1.4252334,0.0000028,-0.0000028,0,1.6730000,0.2610000,-0.2610000,0,6901.0000000,362.7140000,-362.7140000,0,10.7664000,0.6576380,-0.6576380,0,1265.8800000,,,,1661.0000000,,,,543.4540000,8.5685000,-8.5685000,0,6033.0000000,167.1000000,-167.1000000,0,4.2300000,0.0800000,-0.0800000,0,1.3500000,0.0700000,-0.0700000,0
5937,6187.01,6187,251894891,PC,5.5133822,0.0000442,-0.0000442,0,3.6010000,0.8030000,-0.8030000,0,7833.0000000,656.2240000,-656.2240000,0,12.4620000,,,0,363.9010000,,,,1216.0000000,,,,758.8480000,11.5270000,-11.5270000,0,5785.0000000,122.0000000,-122.0000000,0,4.1300000,,,0,1.4600000,,,0
5938,6188.01,6188,469702377,PC,4.7061119,0.0000233,-0.0000233,0,3.0300000,0.6240000,-0.6240000,0,2559.0000000,186.8760000,-186.8760000,0,4.7593500,0.3414630,-0.3414630,0,331.9200000,,,,1189.0000000,,,,300.5890000,2.3460000,-2.3460000,0,5660.0000000,229.6000000,-229.6000000,0,4.4400000,0.0900000,-0.0900000,0,1.0000000,0.0500000,-0.0500000,0
5939,6189.01,6189,63844530,PC,5.5867425,0.0000128,-0.0000128,0,2.4600000,0.2520000,-0.2520000,0,15688.0000000,811.8500000,-811.8500000,0,13.0389000,,,0,103.2990000,,,,888.0000000,,,,497.8360000,5.2105000,-5.2105000,0,5444.0000000,122.0000000,-122.0000000,0,4.4000000,,,0,1.0200000,,,0
5940,619.01,619,267527924,FP,1.8080364,0.0000039,-0.0000039,0,2.8920000,0.5810000,-0.5810000,0,1264.0000000,1065.6000000,-1065.6000000,0,,,,0,12760.9000000,,,,2960.0000000,,,,,,,0,5354.5000000,17.2000000,-17.2000000,0,,,,0,,,,0
5941,6190.01,6190,440636649,PC,3.5595352,0.0000120,-0.0000120,0,1.0270000,0.1770000,-0.1770000,0,3006.0000000,298.5300000,-298.5300000,0,5.2458200,0.4019150,-0.4019150,0,60.7503000,,,,777.0000000,,,,261.7490000,2.8090000,-2.8090000,0,5669.0000000,129.5000000,-129.5000000,0,4.5000000,0.0800000,-0.0800000,0,0.9400000,0.0500000,-0.0500000,0
5942,6191.01,6191,197743152,PC,3.7752321,0.0000069,-0.0000069,0,1.4650000,0.1170000,-0.1170000,0,7352.0000000,279.2970000,-279.2970000,0,10.7590000,0.5860360,-0.5860360,0,96.9264000,,,,874.0000000,,,,303.5810000,2.7450000,-2.7450000,0,5585.0000000,127.8000000,-127.8000000,0,4.2600000,0.0800000,-0.0800000,0,1.2200000,0.0600000,-0.0600000,0
5943,6192.01,6192,194234471,PC,3.5630370,0.0000094,-0.0000094,0,1.6600000,0.7830000,-0.7830000,0,4185.0000000,2816.5400000,-2816.5400000,0,7.1368400,1.7885800,-1.7885800,0,190.5110000,,,,1035.0000000,,,,217.3190000,0.9890000,-0.9890000,0,4490.0000000,114.1000000,-114.1000000,0,4.4300000,0.0900000,-0.0900000,0,0.8500000,0.0600000,-0.0600000,0
5944,6193.01,6193,387933822,PC,2.8953095,0.0000096,-0.0000096,0,4.1370000,0.3330000,-0.3330000,0,5366.0000000,193.7360000,-193.7360000,0,12.6737000,0.6639350,-0.6639350,0,2522.6200000,,,,1974.0000000,,,,932.0530000,16.9200000,-16.9200000,0,6526.0000000,125.8000000,-125.8000000,0,3.9700000,0.0900000,-0.0900000,0,1.9800000,0.0900000,-0.0900000,0
5945,6194.01,6194,176861415,PC,8.6738593,0.0009220,-0.0009220,0,2.5820000,0.4760000,-0.4760000,0,5327.0000000,538.6930000,-538.6930000,0,12.6434000,0.9936530,-0.9936530,0,108.7490000,,,,899.0000000,,,,1013.0700000,21.7975000,-21.7975000,0,6446.0000000,131.6000000,-131.6000000,0,4.0900000,0.0900000,-0.0900000,0,1.7200000,0.0900000,-0.0900000,0
5946,6195.01,6195,155258153,PC,3.1989808,0.0000069,-0.0000069,0,0.7850000,0.3990000,-0.3990000,0,1860.0000000,358.4810000,-358.4810000,0,7.2081300,0.7774340,-0.7774340,0,133.5160000,,,,947.0000000,,,,330.4760000,5.2560000,-5.2560000,0,6442.9000000,103.8000000,-103.8000000,0,4.1800000,0.0800000,-0.0800000,0,1.5400000,0.0600000,-0.0600000,0
5947,6196.01,6196,330944099,PC,3.6119975,0.0000205,-0.0000205,0,4.0130000,0.5370000,-0.5370000,0,11983.0000000,622.4390000,-622.4390000,0,10.1678000,,,0,1057.4700000,,,,1588.0000000,,,,578.8490000,7.1920000,-7.1920000,0,5979.0000000,122.0000000,-122.0000000,0,4.4600000,,,0,1.0300000,,,0
5948,6197.01,6197,196261799,PC,3.7294859,0.0000088,-0.0000088,0,3.3150000,0.2140000,-0.2140000,0,7112.0000000,239.2850000,-239.2850000,0,9.7769500,0.5082900,-0.5082900,0,553.4090000,,,,1351.0000000,,,,549.2250000,8.3230000,-8.3230000,0,5719.9000000,104.1000000,-104.1000000,0,4.2600000,0.0700000,-0.0700000,0,1.2400000,0.0600000,-0.0600000,0
5949,6198.01,6198,202514659,PC,3.6166109,0.0005113,-0.0005113,0,2.7110000,0.3180000,-0.3180000,0,7012.0000000,244.1580000,-244.1580000,0,14.0162000,1.0805000,-1.0805000,0,1746.6600000,,,,1801.0000000,,,,937.2430000,60.9040000,-60.9040000,0,8143.0000000,127.5000000,-127.5000000,0,4.2000000,0.0900000,-0.0900000,0,1.8500000,0.1300000,-0.1300000,0
5950,6199.01,6199,302201081,PC,3.8311803,0.0000281,-0.0000281,0,1.8920000,0.7940000,-0.7940000,0,1170.0000000,2742.3200000,-2742.3200000,0,5.7500300,2.3644800,-2.3644800,0,1067.4200000,,,,1592.0000000,,,,146.2540000,2.3930000,-2.3930000,0,5366.0000000,119.8000000,-119.8000000,0,4.5000000,0.0800000,-0.0800000,0,0.9000000,0.0500000,-0.0500000,0
5951,620.01,620,296739893,CP,5.0988038,0.0000044,-0.0000044,0,1.0252822,0.1748526,-0.1748526,0,2925.8222433,132.9905900,-132.9905900,0,3.0503381,0.7816048,-0.7816048,0,19.8274210,,,,538.1908458,,,,33.0231000,0.0584500,-0.0584500,0,3633.0000000,70.0000000,-70.0000000,0,4.8042300,0.3657460,-0.3657460,0,0.5474530,0.0165014,-0.0165014,0
5952,6200.01,6200,44621795,PC,3.1923193,0.0000047,-0.0000047,0,1.5480000,0.1370000,-0.1370000,0,5162.0000000,257.2550000,-257.2550000,0,13.9490000,0.8716770,-0.8716770,0,206.8610000,,,,1056.0000000,,,,554.6580000,17.4390000,-17.4390000,0,6003.0000000,128.8000000,-128.8000000,0,3.9600000,0.0800000,-0.0800000,0,1.8300000,0.1000000,-0.1000000,0
5953,6201.01,6201,455727012,PC,2.9172231,0.0000033,-0.0000033,0,1.2430000,0.0970000,-0.0970000,0,8434.0000000,382.2270000,-382.2270000,0,,,,0,63.1506000,,,,785.0000000,,,,,,,0,4843.0000000,28.1000000,-28.1000000,0,,,,0,,,,0
5954,6202.01,6202,422223456,PC,2.8979408,0.0000075,-0.0000075,0,2.9320000,0.5680000,-0.5680000,0,4503.0000000,179.0850000,-179.0850000,0,12.4152000,,,0,2931.1800000,,,,,,,,569.8900000,,,0,7767.0000000,,,0,,,,0,1.9700000,,,0
5955,6203.01,6203,437756191,PC,25.1745344,0.0041613,-0.0041613,0,4.8650000,0.6540000,-0.6540000,0,2786.0000000,116.5490000,-116.5490000,0,6.7867100,0.4439670,-0.4439670,0,30.5175000,,,,654.0000000,,,,245.4240000,4.0280000,-4.0280000,0,5776.9000000,138.2000000,-138.2000000,0,4.1600000,0.0800000,-0.0800000,0,1.4100000,0.0800000,-0.0800000,0
5956,6204.01,6204,325410269,PC,4.0673088,0.0000101,-0.0000101,0,2.6230000,0.1910000,-0.1910000,0,10855.0000000,395.1710000,-395.1710000,0,13.1156000,0.6606840,-0.6606840,0,417.7560000,,,,1259.0000000,,,,685.5540000,8.9615000,-8.9615000,0,6333.0000000,130.6000000,-130.6000000,0,4.3500000,0.0900000,-0.0900000,0,1.2400000,0.0600000,-0.0600000,0
5957,6205.01,6205,154351773,PC,3.9089363,0.0000163,-0.0000163,0,4.6360000,0.3350000,-0.3350000,0,7390.0000000,287.3240000,-287.3240000,0,15.0353000,,,0,1032.6700000,,,,1579.0000000,,,,923.2660000,19.0865000,-19.0865000,0,5800.0000000,122.0000000,-122.0000000,0,3.9100000,,,0,1.8700000,,,0
5958,6206.01,6206,154576989,PC,13.1471808,0.0000950,-0.0000950,0,4.4710000,0.5080000,-0.5080000,0,7691.0000000,422.9260000,-422.9260000,0,9.6317100,0.6112980,-0.6112980,0,79.8277000,,,,832.0000000,,,,544.3960000,5.0060000,-5.0060000,0,5670.0000000,127.8000000,-127.8000000,0,4.3000000,0.0700000,-0.0700000,0,1.1800000,0.0600000,-0.0600000,0
5959,6207.01,6207,432422552,FP,9.7712443,0.0004497,-0.0004497,0,3.9560000,0.2310000,-0.2310000,0,34227.0000000,1190.5300000,-1190.5300000,0,15.2558000,0.9164650,-0.9164650,0,104.7820000,,,,891.0000000,,,,243.5930000,2.7145000,-2.7145000,0,5294.0000000,121.5000000,-121.5000000,0,4.6100000,0.0800000,-0.0800000,0,0.7900000,0.0400000,-0.0400000,0
5960,6208.01,6208,326475995,PC,5.2266285,0.0000140,-0.0000140,0,5.4120000,0.3970000,-0.3970000,0,6662.0000000,200.5270000,-200.5270000,0,15.6275000,0.8214000,-0.8214000,0,1046.2700000,,,,1584.0000000,,,,696.3740000,14.5180000,-14.5180000,0,6205.0000000,173.2000000,-173.2000000,0,3.9100000,0.0900000,-0.0900000,0,2.0000000,0.1000000,-0.1000000,0
5961,6209.01,6209,200606486,APC,0.7476930,0.0000020,-0.0000020,0,0.6840000,0.2890000,-0.2890000,0,3434.0000000,1210.8200000,-1210.8200000,0,6.1792700,0.9751210,-0.9751210,0,414.2660000,,,,1256.0000000,,,,314.9790000,5.8315000,-5.8315000,0,4825.0000000,140.2000000,-140.2000000,0,4.4700000,0.0900000,-0.0900000,0,0.8600000,0.0600000,-0.0600000,0
5962,621.01,621,30828562,APC,3.1123343,0.0000010,-0.0000010,0,2.3880000,0.0940000,-0.0940000,0,6080.0000000,431.6210000,-431.6210000,0,22.1621000,4.4432500,-4.4432500,0,7091.9700000,,,,2556.0000000,,,,184.1250000,1.1845000,-1.1845000,0,7850.0000000,217.0000000,-217.0000000,0,4.0869500,0.3411850,-0.3411850,0,1.9200000,0.0600000,-0.0600000,0
5963,6210.01,6210,326116570,APC,7.8580085,0.0000281,-0.0000281,0,6.9990000,0.5020000,-0.5020000,0,4378.0000000,148.8090000,-148.8090000,0,21.4783000,1.2939900,-1.2939900,0,908.3680000,,,,1529.0000000,,,,1093.3700000,34.7850000,-34.7850000,0,6406.0000000,127.3000000,-127.3000000,0,3.4600000,0.0900000,-0.0900000,0,3.5000000,0.1900000,-0.1900000,0
5964,6211.01,6211,25758870,PC,10.3473602,0.0000563,-0.0000563,0,2.3650000,0.4860000,-0.4860000,0,7695.0000000,643.4300000,-643.4300000,0,10.1170000,0.7060220,-0.7060220,0,38.6952000,,,,694.0000000,,,,510.9170000,6.0710000,-6.0710000,0,5672.0000000,124.0000000,-124.0000000,0,4.3300000,0.0700000,-0.0700000,0,1.1400000,0.0600000,-0.0600000,0
5965,6212.01,6212,173671381,PC,3.6444426,0.0000207,-0.0000207,0,3.2960000,1.1550000,-1.1550000,0,6276.0000000,6225.7900000,-6225.7900000,0,19.0899000,,,0,1872.2600000,,,,1832.0000000,,,,849.1220000,13.6450000,-13.6450000,0,5407.0000000,122.0000000,-122.0000000,0,3.8600000,,,0,1.8800000,,,0
5966,6213.01,6213,430751891,PC,2.3921761,0.0000157,-0.0000157,0,2.7920000,0.3280000,-0.3280000,0,8040.0000000,385.9070000,-385.9070000,0,12.2947000,0.7957470,-0.7957470,0,1055.2200000,,,,1587.0000000,,,,628.0240000,12.0005000,-12.0005000,0,5817.0000000,128.6000000,-128.6000000,0,4.0400000,0.0800000,-0.0800000,0,1.6300000,0.0800000,-0.0800000,0
5967,6214.01,6214,314088020,PC,7.0346299,0.0000284,-0.0000284,0,2.5650000,0.6180000,-0.6180000,0,3746.0000000,377.0460000,-377.0460000,0,17.6380000,1.0855100,-1.0855100,0,533.1480000,,,,1338.0000000,,,,1183.8800000,36.4250000,-36.4250000,0,8294.0000000,165.7000000,-165.7000000,0,3.9700000,0.0800000,-0.0800000,0,2.4400000,0.1100000,-0.1100000,0
5968,6215.01,6215,431114892,PC,2.0323202,0.0000040,-0.0000040,0,2.7860000,0.2340000,-0.2340000,0,8896.0000000,324.4460000,-324.4460000,0,15.3325000,,,0,5028.1600000,,,,2345.0000000,,,,1459.3500000,43.2450000,-43.2450000,0,8011.0000000,122.0000000,-122.0000000,0,4.2700000,,,0,1.6800000,,,0
5969,6216.01,6216,428317266,PC,29.5406035,0.0000529,-0.0000529,0,3.3820000,0.1500000,-0.1500000,0,13065.0000000,397.0420000,-397.0420000,0,10.9471000,0.5569290,-0.5569290,0,12.4858000,,,,523.0000000,,,,322.0840000,3.2030000,-3.2030000,0,6315.0000000,240.6000000,-240.6000000,0,4.5800000,0.1000000,-0.1000000,0,0.9400000,0.0400000,-0.0400000,0
5970,6217.01,6217,375116172,PC,3.0365848,0.0000154,-0.0000154,0,3.0890000,0.3100000,-0.3100000,0,8184.0000000,360.3410000,-360.3410000,0,17.0668000,,,0,850.6090000,,,,1504.0000000,,,,837.6540000,11.8490000,-11.8490000,0,5928.0000000,122.0000000,-122.0000000,0,3.8400000,,,0,2.0600000,,,0
5971,6218.01,6218,202283090,PC,5.1570194,0.0002571,-0.0002571,0,2.4200000,0.0640000,-0.0640000,0,16586.0000000,321.2360000,-321.2360000,0,12.0548000,0.9025320,-0.9025320,0,50.6137000,,,,743.0000000,,,,159.9600000,1.5490000,-1.5490000,0,4476.1000000,112.6000000,-112.6000000,0,4.3800000,0.0900000,-0.0900000,0,0.8900000,0.0700000,-0.0700000,0
5972,6219.01,6219,252585354,PC,2.4784193,0.0000101,-0.0000101,0,1.6870000,0.3620000,-0.3620000,0,3910.0000000,514.1790000,-514.1790000,0,12.5391000,,,0,493.4030000,,,,1313.0000000,,,,1093.2200000,30.5900000,-30.5900000,0,6115.0000000,123.0000000,-123.0000000,0,4.0400000,,,0,1.6900000,,,0
5973,622.01,622,83092282,CP,6.4025295,0.0000014,-0.0000014,0,3.9233956,0.0203444,-0.0203444,0,3814.9508945,20.1175900,-20.1175900,0,9.3002413,0.3856935,-0.3856935,0,623.0276834,,,,1274.2263616,,,,123.2970000,0.4690000,-0.4690000,0,7056.0000000,206.0000000,-206.0000000,0,4.3343500,0.3252460,-0.3252460,0,1.4072000,0.0580025,-0.0580025,0
